,player_id,player_name
1014,1014,Danny Blum
1015,1015,Milos Veljkovic
1016,1016,Kerem Demirbay
1017,1017,Naby Keïta
1018,1018,Emil Forsberg
1019,1019,Anthony Jung
1020,1020,Breel Embolo
1021,1021,Mikel Merino
1022,1022,Ante Rebic
1023,1023,Alen Halilovic
1024,1024,Florent Hadergjonaj
1025,1025,Kai Havertz
1026,1026,Martin Hansen
1027,1027,Borja Mayoral
1028,1028,Benno Schmitz
1029,1029,Sandro Sirigu
1030,1030,Salih Özcan
1031,1031,Lukas Kübler
1032,1032,Janik Haberer
1033,1033,Thilo Kehrer
1034,1034,Fabian Reese
1035,1035,Paul-Georges Ntep
1036,1036,Thomas Delaney
1037,1037,Guido Burgstaller
1038,1038,Terrence Boyd
1039,1039,Bojan Krkic
1040,1040,Dayot Upamecano
1041,1041,Riechedly Bazoer
1042,1042,Georg Teigl
1043,1043,Marco Terrazzino
